N,P,K,humidity,ph,temperature,rainfall,label
69,31,47,83.8,7.23,29,203.9,jute
95,37,35,87.8,5.83,21.9,200.7,rice
24,20,13,59.2,6.33,20,56.8,wheat
32,70,29,72.1,6.65,22.5,102.2,maize
33,15,31,76.8,6.83,29.3,142.1,cotton
85,49,56,74.6,6.17,33.7,190.8,sugarcane
103,70,46,74,6.91,28.7,131.1,banana
45,26,33,50.6,7.09,25.2,81.6,mango
35,34,32,67.3,6.08,13.7,138.4,apple
63,33,28,64.1,6.82,19,102.4,orange
56,24,41,87,6.8,29.3,202.6,coconut
37,61,23,56.3,6.48,23,60.4,chickpea
22,65,18,63.4,5.85,18.3,77,kidneybeans
18,51,19,60.4,6.21,27.4,75.9,pigeonpeas
16,58,29,72.2,7.29,28.9,82.6,blackgram
20,35,30,58.4,6.5,29.9,93.2,mungbean
24,60,16,45.8,6.44,19.9,60,lentil
20,28,18,52.2,6.53,31.2,77.9,pomegranate
45,33,26,64.6,6.4,20.3,91.4,grapes
33,23,19,72.5,7.2,24.9,119.6,watermelon
24,16,15,57.8,7.11,24.5,67.4,muskmelon
99,31,52,86.4,5.25,20.9,232.5,coffee
90,34,34,85.5,6.91,26.4,171.2,jute
88,46,48,82.7,6.75,25,217.6,rice
13,15,13,61.4,6.91,17.2,63.5,wheat
21,63,26,67.7,6.56,25,115.7,maize
25,25,27,74.6,6,31.3,125.4,cotton
100,52,46,84.7,7.39,25.6,155,sugarcane
105,90,49,70.1,6.73,28.5,149.3,banana
35,40,32,65.5,5.78,25.9,111.8,mango
24,28,29,65.4,5.91,19.1,95.3,apple
50,22,37,69.4,6.29,24,115.8,orange
54,23,60,81.6,6.46,29.3,201.8,coconut
31,79,24,53.4,6.53,24.9,57.3,chickpea
18,68,24,61.9,6.27,17.9,94.5,kidneybeans
26,60,22,54.9,6.21,22.6,97.2,pigeonpeas
25,45,29,66.7,7.26,29.1,128.3,blackgram
17,52,21,60.7,6.3,26.1,71.9,mungbean
28,55,22,63.3,6.99,23.1,59.4,lentil
40,24,24,40.9,6.02,22.7,50.7,pomegranate
46,38,33,59.2,6.77,25.2,86.9,grapes
25,16,22,72.9,6.73,24.9,93.1,watermelon
32,29,27,67.3,7.16,25,90.2,muskmelon
74,36,48,88.5,5.75,20.1,207.6,coffee
88,37,41,87.9,6.43,24.4,178.1,jute
61,53,38,81.1,6.58,24.8,196.7,rice
21,21,12,57.4,7.46,19.3,64.4,wheat
26,61,25,74.5,6.08,29.2,101.5,maize
23,15,28,78.4,6.67,27.6,147,cotton
84,45,57,76.8,6.6,32.4,209.7,sugarcane
114,86,58,73.8,7.4,31.8,186.6,banana
22,23,28,65.4,6.55,30.6,87.2,mango
29,17,22,74.9,6.71,12.9,135.8,apple
61,26,30,57.2,7.34,29.4,119.9,orange
53,21,49,70.2,5.59,29.3,202.5,coconut
38,61,15,54,6.45,19.1,65.4,chickpea
27,53,27,51,5.64,21.1,80.1,kidneybeans
15,45,29,55,6.37,23.3,71,pigeonpeas
28,40,29,69.3,6.44,29.5,128.1,blackgram
31,55,18,71,6.58,24.4,111.5,mungbean
26,40,15,56.9,6.5,20.9,43.7,lentil
20,26,16,59.5,6.66,28.1,67.5,pomegranate
32,36,25,54.1,7.19,28.2,54.6,grapes
23,17,25,62.9,6.13,27.5,62.5,watermelon
38,16,20,65.9,7.03,26,72.4,muskmelon
97,39,46,89.2,5.1,19.6,247.3,coffee
89,47,37,77,6.88,27.2,154.5,jute
97,54,36,89,6.66,20.6,225.5,rice
20,10,20,53.7,6.13,17,46.7,wheat
30,51,25,73.7,5.96,25.2,86.4,maize
33,15,28,69.1,6.38,28.6,109.5,cotton
90,57,41,81.4,6.17,29.2,131,sugarcane
113,77,52,60.1,6.7,31.8,139,banana
37,36,38,64.3,7.3,26,92.8,mango
39,18,35,74.2,6.13,10,81,apple
59,38,26,60.5,6.47,25,115.9,orange
51,37,54,74.5,6.56,31.5,187.5,coconut
43,78,15,48.2,6.74,22.3,76.8,chickpea
26,69,22,59.4,6.71,19.2,118.1,kidneybeans
18,42,23,64.9,6.43,28.3,71.2,pigeonpeas
15,42,17,69.5,6.93,29.5,97,blackgram
34,47,25,57.3,6.09,33.9,72.4,mungbean
17,48,15,56.5,6.17,23.4,45.6,lentil
28,29,29,58.1,6.83,23.8,62.5,pomegranate
30,24,26,58.9,6.07,22.9,59.8,grapes
29,26,15,74.1,6.63,33.6,92.1,watermelon
36,19,29,63.2,6.78,26.3,46.5,muskmelon
86,33,51,78.2,5.24,18.8,239.2,coffee
81,50,33,78.7,6.28,24.3,165.7,jute
89,60,35,87.9,6.15,26.7,208.4,rice
12,21,15,58.5,7.3,15.2,42.2,wheat
28,60,19,74.5,6.47,24.6,117.6,maize
29,17,27,78.3,6.74,29.6,130.9,cotton
85,41,53,79.7,6.17,24.3,204.6,sugarcane
94,75,54,72.1,7.42,30.2,130.2,banana
24,27,24,66.1,6.68,25,83.8,mango
26,33,29,73.4,6.3,11.1,132.3,apple
70,27,29,59.5,6.27,22.8,114.8,orange
59,24,58,76,5.66,30.2,188,coconut
31,72,16,48.3,7.02,26.9,52.5,chickpea
34,68,15,55.6,6.3,19.9,85.2,kidneybeans
22,48,22,51.4,6.62,20.4,74.5,pigeonpeas
33,56,29,71.5,6.03,26.8,82.7,blackgram
35,51,17,61,6.15,28.1,73.6,mungbean
27,45,17,63.2,6.22,18.3,44,lentil
22,31,28,43.9,6.23,24.9,49.4,pomegranate
42,40,28,61.4,6.98,28.7,55.1,grapes
23,28,29,69,6.92,29.2,111.3,watermelon
20,17,28,68.9,6.74,22.6,60,muskmelon
82,20,40,89.1,6.11,25.8,210.7,coffee
60,42,50,71.3,6.86,26.5,150.7,jute
88,37,48,81,6.29,21.8,234.5,rice
19,14,12,63.1,6.01,17.6,61.6,wheat
37,54,17,72.4,5.98,27.8,112,maize
24,17,33,79.3,6.28,28.7,136.8,cotton
105,60,60,71,7.21,28.3,184.1,sugarcane
107,76,57,64.6,6.93,28.1,157.6,banana
30,21,37,50.5,6.86,25.4,128.7,mango
22,17,35,62.2,6.64,10.6,119.3,apple
54,34,39,57.3,6.55,19.7,107.1,orange
67,27,45,86.1,6.29,28.6,205.8,coconut
41,66,20,51.1,6.89,20,65,chickpea
16,51,18,54.7,6.79,16.2,105,kidneybeans
33,55,22,48,5.67,23.9,91.5,pigeonpeas
27,42,28,66.9,6.15,30.6,128.2,blackgram
15,48,29,55.2,6.08,33.5,78.3,mungbean
27,56,16,48.3,7.06,15.6,65.1,lentil
27,30,22,42.7,7.2,24.3,57.7,pomegranate
34,29,30,61.4,6.32,25.5,83.6,grapes
22,28,17,69.9,6.35,24.2,66.5,watermelon
26,28,18,65.7,7.48,24.9,96.5,muskmelon
73,26,42,84.2,5.93,20.6,227.6,coffee
87,44,46,89.3,6.54,32.6,234.9,jute
74,54,46,87.1,6.66,22.1,199,rice
23,25,13,60.9,6.42,21.2,62.7,wheat
36,67,17,69.3,6.68,26.3,117.7,maize
30,20,29,71,6.35,28.4,148.5,cotton
99,55,58,75.1,7.29,32.9,218.2,sugarcane
116,73,57,74,6.79,28.7,158.5,banana
22,35,28,61.6,6.86,31.9,76.5,mango
34,23,29,62.9,5.54,16.9,117.9,apple
64,38,20,69.2,6.66,28.8,95.4,orange
75,40,41,86.5,5.66,27.7,195.7,coconut
33,66,25,51.5,6.85,21.7,54.1,chickpea
19,50,26,59.4,6.03,15.3,60.4,kidneybeans
19,57,25,54.7,5.74,22.7,66.8,pigeonpeas
29,49,30,76.8,6.54,24.8,96,blackgram
29,53,27,69.4,6.33,25.9,72.3,mungbean
19,49,23,61.7,6.82,19.9,75.3,lentil
32,17,34,40.6,6.5,25.7,47.1,pomegranate
32,23,33,61.2,7.2,29.9,71.5,grapes
37,28,15,63.6,7.17,24.6,81.7,watermelon
40,28,22,57.5,6.58,29.6,96.9,muskmelon
70,34,50,82.7,6.14,21.4,162.2,coffee
72,38,47,81.7,6.72,32.8,249.8,jute
74,43,49,89.1,6.13,26.2,195.3,rice
22,19,16,51.9,6.97,24.5,68.8,wheat
40,68,15,62,6.34,24.4,93.1,maize
23,19,33,72.7,6.29,25.6,120.6,cotton
88,60,50,81.3,6.02,32.5,186.9,sugarcane
96,77,49,68.1,6.63,26.7,157.5,banana
39,25,39,65.7,5.6,34.9,78.6,mango
37,24,23,72.4,6.66,16.3,140.9,apple
68,21,38,62.8,7.29,19.7,127.9,orange
59,32,48,79.7,6.58,25.5,238.4,coconut
39,69,20,55.9,6.45,27.8,60.3,chickpea
16,63,27,57,5.52,16.2,116,kidneybeans
22,55,27,48,6.49,29.9,88,pigeonpeas
29,40,24,69.9,7.45,31.2,93.3,blackgram
17,51,20,67.4,7.13,24.8,70.4,mungbean
20,56,18,49.7,6.05,20.7,71.6,lentil
35,16,22,47.5,6.86,26.8,66.7,pomegranate
37,28,26,57.6,6.3,26.4,97.9,grapes
39,18,27,56.8,7.1,26.2,63.7,watermelon
21,28,27,69.4,7.2,22.8,95.5,muskmelon
99,40,60,82.8,5.67,25.7,160,coffee
71,34,46,76.7,7.42,24.3,198.3,jute
66,46,50,77.4,5.57,24.4,239.9,rice
19,20,18,56.4,6.11,24.7,43.5,wheat
40,69,23,63,6.78,25.4,82.7,maize
33,17,35,69.7,6.98,28.3,126.1,cotton
98,45,49,74.3,6.25,33,168.8,sugarcane
93,80,53,64.5,6.67,31.5,178.8,banana
49,20,31,59.8,5.68,31.8,89.5,mango
21,24,27,68.9,6.45,16.4,128.2,apple
46,33,24,59.4,6.41,21,83.9,orange
59,31,43,79.5,5.64,29.3,214,coconut
49,73,18,59.4,7.03,19.3,71.6,chickpea
24,69,24,51.4,5.69,23.7,85.4,kidneybeans
17,47,24,60.6,5.87,23,105.2,pigeonpeas
26,43,22,67.5,7.34,24.2,110.1,blackgram
32,47,16,60.1,6.81,30.4,104.3,mungbean
19,41,17,52.1,7.37,18.2,61.5,lentil
32,17,29,43.3,7.19,22.1,59,pomegranate
44,22,39,53,6.96,26.8,97.9,grapes
23,19,23,58.5,7.17,28.7,108,watermelon
23,26,28,53.3,6.14,29.8,96.4,muskmelon
73,26,60,88.9,6.32,18.3,155.8,coffee
65,49,46,70.2,6.07,31.6,150.9,jute
95,42,37,85.2,5.81,26.8,198.7,rice
29,21,19,64.7,6.4,16.1,51,wheat
21,52,19,63.5,6,29.5,96.7,maize
24,20,34,78.9,6.72,28,133.9,cotton
110,56,51,81.1,6.83,28.6,195.1,sugarcane
100,79,56,60.8,7.28,27.7,125,banana
32,29,36,57.7,7.16,32.3,112.6,mango
33,29,22,71.4,5.94,14.4,111.5,apple
50,35,31,66,7.04,19.9,130.7,orange
63,40,57,87.2,5.55,26.1,166.5,coconut
36,70,18,50.4,6.41,21.2,79.2,chickpea
31,51,15,56.9,5.72,17.4,95,kidneybeans
21,60,15,59.2,6.68,28.8,92.1,pigeonpeas
34,54,25,74.6,7.32,27.5,124.9,blackgram
15,50,30,64.8,6.52,32.9,78.7,mungbean
30,42,19,53.2,7.02,21.9,59.6,lentil
36,20,20,40.2,7.46,23.6,77.6,pomegranate
38,27,40,61.9,7.13,22.3,61.6,grapes
37,21,18,63,6.86,24.1,52.7,watermelon
28,20,21,55.3,6.38,29,95.1,muskmelon
69,26,40,76.4,5.14,22.3,175.9,coffee
90,30,46,74.5,7.16,31.1,217.4,jute
85,51,44,79.8,6.79,25.5,206.8,rice
21,25,18,62.1,6.68,17.7,56.6,wheat
20,67,24,68.4,6.3,26.4,114.6,maize
20,23,29,70.5,6.74,30.7,129.3,cotton
111,55,41,73.5,6.63,33.9,133.6,sugarcane
109,89,49,69,6.94,27,198.3,banana
36,37,40,58.2,6.03,34.2,70.8,mango
33,16,21,61.4,6.46,10.6,145.8,apple
68,24,34,62.3,7.01,26.9,107.5,orange
79,39,60,81.4,6.88,26.3,185.9,coconut
47,71,20,49.4,6.87,20,54.2,chickpea
31,61,17,56.8,5.57,17.8,67.6,kidneybeans
24,45,22,46.1,6.9,30.7,86.4,pigeonpeas
34,40,22,68.7,7.1,27.2,90.2,blackgram
30,37,24,57.9,6.05,28.3,82,mungbean
29,43,20,48,7.48,22.4,73.9,lentil
32,26,23,55.6,7.11,28.1,70.9,pomegranate
40,29,23,51,7.08,22.6,79.7,grapes
32,29,29,69.3,7.19,33,50.3,watermelon
34,20,18,56.8,6.24,23.7,95.4,muskmelon
72,32,58,83.6,5.81,19,214.1,coffee
78,32,50,73.7,7.02,28.9,199.4,jute
96,38,41,85.7,5.89,21.3,202.4,rice
24,21,10,53.8,7.35,16.9,68,wheat
23,65,22,69.7,5.95,23.4,118.9,maize
30,15,26,75.6,6.41,30.7,149.5,cotton
110,56,56,74.9,7.2,28.1,189.4,sugarcane
94,86,59,63.9,7.24,30.4,187.2,banana
46,25,27,54.1,6.88,30.8,120.2,mango
22,15,32,73.1,5.75,16.4,84.7,apple
51,39,27,68.9,7.48,29.6,131.8,orange
64,29,58,87,5.76,31.2,183.4,coconut
46,66,21,46.1,7.09,18.7,67.7,chickpea
27,57,24,53.3,6.62,20,109.1,kidneybeans
31,47,15,46,5.85,26.7,61.8,pigeonpeas
22,52,18,65.5,6.85,25.7,86.3,blackgram
19,38,20,56.4,6.88,30.4,90.4,mungbean
22,43,18,62.8,7.19,19.6,54.2,lentil
26,29,25,56.4,7.4,31.4,77.1,pomegranate
39,21,31,62.9,7.48,26.1,92.7,grapes
27,23,29,61.1,6.15,31.6,78.2,watermelon
25,16,25,66.3,6.28,25.4,51.7,muskmelon
93,27,49,89.4,6.07,25.2,185.6,coffee
70,31,35,79.1,7.41,29.3,173.9,jute
66,36,40,80.2,6.68,28,242.4,rice
14,20,11,60.6,6.12,24.8,55,wheat
23,68,24,74.5,5.96,25,116.7,maize
33,22,25,73.3,6.38,30,137.4,cotton
118,56,56,74.9,7.08,33.6,131.3,sugarcane
94,86,59,66.5,7.21,30.6,159.3,banana
21,37,39,51.7,5.98,27.1,122,mango
23,32,23,72.5,6.57,15.3,125.9,apple
46,22,39,56,6.2,26.7,86.4,orange
71,26,57,79.2,6.68,31.4,234.4,coconut
46,61,24,45.5,6.53,27.8,68.6,chickpea
33,52,16,51.7,6.72,19.3,67.3,kidneybeans
35,53,25,45.6,5.67,23.6,105.7,pigeonpeas
28,53,16,64.7,6.73,29.2,86.4,blackgram
35,42,19,71.4,7.09,27.2,88.8,mungbean
16,53,18,58.8,6.46,24.2,59.7,lentil
34,34,16,43.3,6.38,26.9,43.9,pomegranate
33,23,39,51.5,6.18,23,55,grapes
40,21,15,57.9,6.19,23,53.1,watermelon
34,28,22,63.8,6.81,30.5,48.4,muskmelon
87,27,48,83.3,5.22,23.1,213,coffee
76,50,48,87.6,6.16,31.5,186.9,jute
73,60,39,88.8,6.24,25,213,rice
18,12,15,61.2,6.21,20.3,44,wheat
24,55,23,67.2,6.11,27.1,98.3,maize
23,19,30,77.2,6.81,25.7,133.2,cotton
101,42,44,70.9,7.19,25.6,171.5,sugarcane
105,86,49,74.2,7.39,29.9,184.3,banana
31,25,35,64.2,5.84,29.6,72.9,mango
20,22,28,70.5,5.8,16.9,113.7,apple
42,32,38,64.4,6.2,23.2,94.5,orange
58,31,53,86.1,5.57,29.9,190.7,coconut
43,61,25,53.8,6.31,18.2,67.7,chickpea
20,66,29,64.9,5.65,20.2,99.2,kidneybeans
34,58,17,57.6,6.32,25.8,73.1,pigeonpeas
34,51,21,63.9,6.9,25.3,117.1,blackgram
24,38,25,71.7,6.79,24.5,84.3,mungbean
15,60,17,54.3,6.21,17.4,40,lentil
30,15,22,42.7,6.16,31.8,41,pomegranate
50,36,35,56.4,7.09,25.7,50.2,grapes
40,18,24,72.2,7.4,24.7,108,watermelon
23,22,22,57.2,6.81,30.3,57.9,muskmelon
88,28,59,83,6.04,20.6,185.7,coffee
84,42,35,79.2,6.81,32.6,171.6,jute
99,46,39,75.8,6.5,27.3,224.8,rice
13,16,15,50.3,6.85,24.6,61.8,wheat
28,50,27,69.9,6.65,26.4,112.4,maize
22,23,34,70.4,6.52,27.3,128.2,cotton
85,50,42,77.6,7.3,28,123.7,sugarcane
107,71,55,72.6,7,30.1,158.2,banana
36,23,37,59.5,5.51,25.8,109.4,mango
28,32,29,62.3,5.69,12.3,146.2,apple
67,36,24,60.2,6.77,21.8,95.3,orange
60,34,42,89.7,6.53,25.3,219.8,coconut
36,70,22,48.4,6.97,25.1,75.1,chickpea
22,69,16,56.6,5.85,16.7,105.9,kidneybeans
19,41,22,46.5,5.99,26.8,92.6,pigeonpeas
24,49,15,68.6,6.5,29.9,105.4,blackgram
28,53,15,66.9,6.43,24.3,63.2,mungbean
20,46,19,50.5,6.78,24.7,42.5,lentil
22,22,27,52.1,6.41,29.2,71.1,pomegranate
36,25,40,49.3,6.62,20.6,78.1,grapes
34,25,29,62.8,6.33,31.8,84.8,watermelon
31,26,20,69,6.76,23.9,86.5,muskmelon
78,39,49,85.1,5.3,19.1,167.2,coffee
62,31,48,71.9,6.87,28.9,167.4,jute
88,48,46,87.4,6.71,24.2,197.1,rice
14,25,18,55,6.7,16.1,61.1,wheat
20,63,21,71.6,5.91,25.6,105.4,maize
32,23,35,69.9,6.2,31.8,118.5,cotton
120,58,58,78.9,7.14,27.4,211.1,sugarcane
98,73,60,65.6,7.38,29.6,144.3,banana
41,27,34,51.7,5.7,29.8,83.3,mango
33,23,27,62.4,6.44,17.9,110.5,apple
52,29,27,65.2,7.32,18.2,80.2,orange
77,22,43,82.3,6.76,31.2,226.3,coconut
30,76,23,55.2,6.57,18.4,72.7,chickpea
33,50,30,63.1,5.9,17.6,86.8,kidneybeans
33,47,22,52.2,5.83,26.4,97.2,pigeonpeas
28,55,27,63.4,7.22,27.9,95.7,blackgram
31,44,25,64.8,6.12,28.2,79.4,mungbean
22,40,21,64.3,7.38,21,78,lentil
39,17,30,47.6,6.33,31.8,70.3,pomegranate
49,24,34,48.9,6.61,22.4,52.6,grapes
25,19,17,62.2,6.39,28.3,95.9,watermelon
27,29,24,55.5,6.52,32.1,54.8,muskmelon
72,37,48,87.1,6.09,22.3,194.5,coffee
68,47,46,79,6.96,28.3,202.3,jute
89,41,47,77.9,6.77,27.4,245.2,rice
14,23,19,53.9,6.68,22.1,65.2,wheat
33,63,27,65.9,6.49,24.2,98.1,maize
29,21,29,68.8,6.2,29.5,142.9,cotton
88,49,48,74.8,7.3,32.7,120.4,sugarcane
112,74,48,64.5,7.31,31.8,129.5,banana
43,33,24,57.9,5.71,30.7,107.8,mango
22,15,33,73,6.22,14.5,122.8,apple
70,23,22,55,7.18,19.9,95.9,orange
61,21,43,84.3,6.66,28.7,159,coconut
31,75,17,54.1,7.07,27.1,76.8,chickpea
35,66,17,60.8,6.55,24.5,99.5,kidneybeans
20,41,18,48.5,5.61,26.4,118,pigeonpeas
22,49,26,68.8,6.78,31.1,122.8,blackgram
22,53,23,73,6.06,31.6,116.4,mungbean
28,42,24,63.9,6.42,18,76.9,lentil
40,31,18,57.6,7.26,31.5,46.7,pomegranate
37,25,22,55.8,6.85,20.1,53.8,grapes
30,19,26,55.7,6.85,28.6,67.7,watermelon
22,21,18,53.3,6.38,27.2,44.9,muskmelon
67,37,52,82.5,6.04,23.8,165.8,coffee
70,35,33,81.2,6.6,30.4,234.5,jute
72,39,44,77.7,6.14,23.7,189.9,rice
16,23,18,59.2,6.4,16.8,60.3,wheat
40,52,20,65.8,5.89,28.8,112.8,maize
30,15,29,74.8,6.54,27.1,144.7,cotton
104,44,48,81.8,7.46,28.3,153.2,sugarcane
110,84,52,60.2,7.15,26.2,172.1,banana
32,28,26,51.6,6.07,24.6,128.2,mango
22,34,30,66.4,5.61,19,115.3,apple
41,32,25,67.9,7.26,29.6,90.5,orange
72,34,48,84.5,5.87,27.5,207.7,coconut
45,79,19,55.4,6.67,26.7,74.7,chickpea
28,67,25,58.2,6.09,19,96.6,kidneybeans
20,56,21,57.1,5.71,22.6,116.2,pigeonpeas
19,48,19,72.1,6.27,25.1,116.4,blackgram
33,38,17,59,6.67,28.6,103.6,mungbean
21,53,21,49.2,6.01,22.8,62.9,lentil
30,35,21,44.1,6.78,28.8,52.6,pomegranate
38,34,40,57,6.3,25.1,86.2,grapes
22,23,26,69.4,7.12,25.2,84.6,watermelon
29,28,17,62.7,6.2,26.1,48.1,muskmelon
65,35,52,89.7,5.82,22.4,194,coffee
75,50,35,73.6,6.85,28.9,198.3,jute
73,55,43,86.8,5.77,20.7,207.7,rice
29,22,13,64.2,6.71,24.1,41.9,wheat
21,66,21,70.9,6.14,26.1,110.1,maize
20,25,29,75.4,6.2,28.4,144,cotton
83,41,53,79.3,6.49,33.1,143.1,sugarcane
107,80,47,64.2,7.36,29.1,199,banana
29,40,29,54.1,7.32,30.1,110.4,mango
24,28,20,74.5,6.6,19.3,96.5,apple
43,28,34,50.2,6.66,22.8,125.5,orange
53,28,41,73.2,5.94,28.2,171.5,coconut
42,64,18,46.7,6.52,20.3,77.9,chickpea
32,59,20,55.4,5.86,16.5,83,kidneybeans
16,40,16,55.4,6,26,65.8,pigeonpeas
35,54,21,75.2,6.76,29,114.9,blackgram
29,54,21,61.3,6.48,27.1,77.9,mungbean
18,57,20,57.5,7.31,18,51.5,lentil
40,33,20,53.8,7.03,22.6,54.6,pomegranate
34,33,27,53.5,6.16,29.1,92.7,grapes
27,29,29,72.7,6.16,22.9,98.9,watermelon
40,29,15,66.9,6.05,22.4,46.6,muskmelon
71,33,60,78.2,6.09,19.8,223.2,coffee
82,41,44,87.7,6.91,31.9,180.5,jute
86,35,45,83.6,5.86,24.2,231.9,rice
23,19,20,50.7,6.97,16,41.6,wheat
29,56,26,72.5,6.63,22.6,81,maize
30,19,30,75,6.11,31.4,118.1,cotton
97,49,54,84.5,6.29,27.7,136.6,sugarcane
118,79,49,69.4,6.71,29.8,141.5,banana
41,34,20,54.4,6.66,33.6,100.9,mango
37,15,29,66.8,5.57,11.3,137.3,apple
48,37,37,67.2,7.08,29,102.4,orange
54,34,48,77,6.39,28.2,217.6,coconut
38,70,16,47.5,6.46,21.6,78.7,chickpea
32,69,16,60.6,5.94,19.1,65.2,kidneybeans
17,46,25,62.6,5.86,24.7,60.2,pigeonpeas
21,46,17,60.6,7.37,31.3,86.1,blackgram
17,50,16,73.8,6.8,30.6,73.7,mungbean
22,54,22,63.1,6.52,22.6,73.1,lentil
37,31,29,59.9,6.21,22.7,51.3,pomegranate
42,38,39,60.5,7.14,27.9,83.8,grapes
30,28,27,67.9,7.31,26,74.4,watermelon
25,18,19,58.8,6.59,29.6,64.7,muskmelon
83,28,45,78.6,6.07,19.4,156.5,coffee
79,45,41,86.8,7.14,26.6,238.5,jute
87,52,47,81.4,6.68,21.7,241.2,rice
13,21,20,55.1,7.05,20,38.2,wheat
24,56,30,62.2,6.25,29.8,100.3,maize
32,20,26,68.6,6.84,28.7,139.7,cotton
86,44,46,73.3,7.05,31.4,150.5,sugarcane
97,86,60,72.7,6.75,30.9,130.9,banana
31,35,27,59.4,6.95,34.4,136.1,mango
26,25,30,66.3,6.16,11.7,89.4,apple
40,29,33,56.4,6.01,19.4,114.4,orange
69,26,49,70.5,6.46,31.4,220.2,coconut
35,76,17,47.1,6.21,25,55,chickpea
28,63,26,58.6,6.06,19.9,103.3,kidneybeans
26,49,25,54.6,6.36,31.1,102,pigeonpeas
22,55,23,63.5,6.96,24.5,85.8,blackgram
24,44,19,70.3,7,27.1,111.8,mungbean
16,54,22,46.9,6.06,22.2,71.8,lentil
25,17,33,41.9,7.45,28.3,54,pomegranate
46,37,30,62.8,6.25,27.7,81.1,grapes
32,24,27,74.3,7.22,27.4,80.3,watermelon
33,20,18,55.6,6.03,30.8,93,muskmelon
76,21,40,85,6.46,18.5,221.1,coffee
72,48,45,73.9,6.54,28.9,168.1,jute
62,48,42,83.5,6.57,25.9,236.9,rice
17,19,15,61.9,6.88,21.1,55.4,wheat
23,65,30,65.4,6.21,28,112.5,maize
28,25,27,74.1,6.22,31.6,118.5,cotton
118,60,55,82.6,7.43,31,156,sugarcane
105,88,47,63,6.88,30.1,198.5,banana
23,33,32,54.7,6.97,30.4,89,mango
37,25,24,60.5,5.83,13.5,85.9,apple
64,24,23,60.1,7.03,24.6,129.8,orange
54,28,47,78.5,6.74,27.6,182.6,coconut
37,73,21,49.1,6.93,19.9,65.6,chickpea
21,56,15,56.3,6.61,16.5,111.7,kidneybeans
33,49,26,64.3,6.69,22.6,82.3,pigeonpeas
32,55,15,76.3,7.44,25.5,92.3,blackgram
17,38,22,59.8,6.02,25.8,69.5,mungbean
28,50,20,46.2,6.88,19.3,49.7,lentil
35,25,32,42.7,7.45,29.7,54.7,pomegranate
32,28,27,61.9,6.1,25.7,96.5,grapes
35,23,19,73.1,7.15,33,51,watermelon
39,29,27,61.3,6.93,23.5,66.7,muskmelon
72,31,41,79.5,6.28,23.3,198.4,coffee
79,50,45,89.3,6.95,29.4,181,jute
72,45,50,79.1,5.64,27.9,244.4,rice
20,19,19,63.5,7.06,19.7,62.4,wheat
26,59,24,72.6,6.43,24.4,97.6,maize
32,20,30,75.1,6.57,29,103.9,cotton
96,41,51,78.3,7.02,30.5,213.7,sugarcane
116,70,60,71.9,6.87,30.9,189,banana
36,35,39,54.8,7.3,24.6,115.8,mango
38,19,30,64,6.59,16.3,110,apple
67,25,22,66.8,6.77,28.8,84.5,orange
76,34,56,72.7,5.68,31.1,201.1,coconut
30,78,15,49.4,7,22.7,80,chickpea
26,62,25,55.5,6.78,18.8,82.3,kidneybeans
26,59,19,47.4,5.91,31.5,101.5,pigeonpeas
20,40,30,78,7.14,27.6,102.9,blackgram
18,39,21,55.1,6.28,30.2,82.2,mungbean
28,50,20,46.6,6.89,23.9,42.3,lentil
40,30,31,46.5,6.05,23.1,68.6,pomegranate
35,24,21,51.4,6.66,27.4,93.5,grapes
36,27,17,64.3,7.28,22.1,103.2,watermelon
21,26,21,56.4,6.64,30.9,80.6,muskmelon
79,24,59,86,6.25,26,233,coffee
86,43,46,80.1,6.33,31.8,187,jute
87,58,44,86.2,5.77,25,244.5,rice
22,20,20,55.5,7.28,16.5,42.1,wheat
32,61,15,72.2,6.52,26.4,108.6,maize
24,16,31,75.8,6.14,31.8,107.9,cotton
113,45,56,70.8,6.87,32,210.6,sugarcane
91,70,54,74,7.37,26.5,146.4,banana
39,29,37,64.1,6.77,30.6,80.1,mango
30,26,30,75,6.42,19.6,131.8,apple
62,37,38,67.4,6.04,18.6,135.8,orange
79,22,59,74.3,6.5,27.5,210.6,coconut
41,72,22,50.7,7.08,19.7,59.6,chickpea
33,66,15,62.6,5.96,21,108.7,kidneybeans
22,47,15,51.7,5.71,24.9,119.3,pigeonpeas
24,46,24,76.5,7.15,29,93.8,blackgram
22,42,18,65.3,6.19,27.3,107,mungbean
29,44,23,60.9,6.2,24.9,45.7,lentil
34,25,31,51.3,6.47,25.7,69.8,pomegranate
35,36,34,58.4,7.14,21.3,80.6,grapes
40,28,23,55.4,6.95,25.7,58.3,watermelon
36,26,16,53.6,6.3,22.1,52.9,muskmelon
76,29,45,70.8,6.48,24.1,209.9,coffee
89,47,39,72.1,6.37,27.1,187.7,jute
62,36,49,88.1,6.71,21.6,212.2,rice
16,16,14,55.6,7.37,21.5,48,wheat
26,54,27,62.5,6.14,27.3,83.4,maize
33,25,30,75.8,6.55,30.5,126.9,cotton
111,50,42,72.3,7.43,30,215.5,sugarcane
117,70,45,60.1,6.99,25.4,193.1,banana
35,21,34,63,5.77,32.5,137.7,mango
35,30,32,66.2,5.76,18.6,97.4,apple
46,20,36,69.1,6.19,28.8,124.1,orange
59,34,51,84.4,6.44,25.2,155.1,coconut
43,79,22,46.7,6.21,23.5,62.4,chickpea
33,51,18,50.7,5.92,17.4,71.8,kidneybeans
